Conversiones,Inversion_USD,Puntaje_Creativo,Precision_Targeting,CTA_Claro,Num_Hashtags,Hora_Publicacion,Longitud_Texto,Dia_Semana
23,417,7,52,1,18,17.2,357,7
35,799,6,43,0,1,16.4,158,1
62,680,10,82,0,20,9.6,540,1
90,777,9,95,1,11,11,246,7
73,888,9,55,1,18,20.8,336,5
37,499,7,41,1,2,13.7,297,1
51,882,9,58,0,20,15.3,536,6
81,751,7,87,1,16,10.7,233,6
59,783,3,43,1,2,17,375,7
15,284,3,73,0,5,10.1,459,6
119,815,10,97,0,12,19.9,236,3
32,558,4,74,0,7,18.7,437,6
81,511,7,84,1,6,14.8,357,2
17,324,8,80,0,19,10.9,384,1
82,809,5,83,1,14,12.8,133,2
32,712,8,35,0,22,20.8,363,3
30,277,6,65,1,7,13.6,433,6
105,735,9,96,1,12,12.2,324,7
19,158,9,69,1,16,13.2,375,5
60,414,9,97,0,5,20.6,164,1
36,542,5,76,1,17,10.3,249,1
21,271,9,59,0,13,17.7,405,7
42,308,7,94,1,21,16.3,198,1
43,550,3,54,1,3,14.7,333,7
45,881,6,35,1,4,8.3,520,6
75,802,7,37,1,4,12.7,461,1
60,753,9,42,1,9,21.9,289,3
29,245,6,54,1,10,11.4,405,3
44,543,8,85,0,12,20.1,158,6
77,535,10,95,1,22,9.9,173,3
70,574,9,93,0,10,14.3,129,4
72,769,6,75,0,9,10.2,430,4
119,546,10,97,1,3,14.2,223,4
16,217,6,84,0,9,12.8,242,7
65,530,8,56,1,15,18.1,304,2
38,573,4,74,0,20,20.4,176,2
49,663,6,49,1,4,22.3,312,1
42,330,6,98,0,6,17.8,461,1
37,332,8,54,1,13,12.2,438,1
18,547,4,44,0,10,15.8,126,7
24,253,4,39,1,10,18,396,1
27,638,4,37,1,22,22.6,283,5
96,764,8,81,1,10,14.5,147,4
40,717,10,61,0,19,22.5,354,7
31,403,6,35,1,14,19.6,178,5
18,432,7,48,0,2,23.1,266,1
30,769,4,42,0,1,17.1,327,1
61,552,7,54,1,10,23.2,384,4
49,634,8,45,0,12,21.1,364,4
62,705,10,96,0,9,13.2,544,6
44,327,10,93,1,5,15.5,251,3
37,476,3,96,0,15,20.4,304,4
12,400,6,39,0,17,23.5,129,1
19,226,6,83,1,1,21.8,353,7
28,441,9,90,0,11,11.9,428,6
61,474,8,74,1,12,16.1,436,6
42,500,10,43,1,12,14.5,524,4
67,734,9,52,1,17,22.1,307,2
32,702,4,41,1,19,15.7,198,7
88,899,10,51,1,10,13.8,164,7
23,242,8,78,1,17,14.7,515,3
10,203,4,51,1,22,13.2,454,2
70,707,3,94,0,5,21.7,522,1
76,420,4,96,1,8,19.9,484,2
12,210,5,59,1,19,11.5,545,2
97,691,10,73,1,9,16,543,4
124,869,8,96,1,17,12.9,329,5
11,168,5,62,0,10,17.4,331,2
32,844,9,57,0,14,23,444,6
27,278,3,69,1,5,10.5,272,5
30,415,8,60,0,11,18.4,198,6
14,151,7,77,1,4,21.9,162,1
43,582,6,45,1,4,21,239,7
47,591,10,61,0,8,8.6,329,1
68,569,7,64,1,11,8.4,394,3
54,839,9,36,0,10,14.2,323,6
80,434,8,88,1,13,18.2,247,3
34,222,10,97,1,1,13.1,321,3
88,838,7,39,1,4,18.9,538,5
38,464,8,89,0,3,9,525,5
31,378,7,50,1,4,15.6,474,5
21,319,7,39,1,6,16.5,337,6
59,391,10,80,1,7,21.1,249,1
61,424,7,96,1,11,19.5,246,5
55,873,8,61,0,20,14.5,351,7
44,341,10,97,1,20,19,142,3
21,369,4,83,0,17,19.2,399,1
24,164,8,85,1,3,8.2,440,2
18,359,5,45,0,9,14,219,2
27,477,3,63,1,17,19.8,469,4
55,751,9,64,0,10,9.1,266,3
38,828,6,68,0,20,15.1,401,1
26,343,5,94,1,14,15.1,314,6
42,855,4,95,0,21,14.5,134,6
52,751,7,64,0,7,8.4,268,6
46,567,3,97,1,16,13.1,132,3
33,444,4,85,0,4,22.2,324,5
30,419,7,71,1,5,8.1,202,1
23,304,8,46,0,5,22.1,310,2
37,829,4,38,1,14,11.7,358,6
45,418,9,68,0,6,23,381,1
50,724,7,94,0,22,18.7,157,3
18,257,9,77,0,19,9.4,184,4
12,211,5,38,1,19,13.3,289,4
15,163,10,71,0,6,12.2,416,1
24,293,10,79,0,5,9.7,435,6
63,884,8,57,0,17,18.9,480,3
17,266,4,84,0,9,12.6,319,5
15,283,7,58,0,12,18.9,347,1
48,760,6,41,1,20,17.1,405,2
10,319,3,69,0,19,9.9,188,6
39,385,9,78,0,10,20,159,7
59,813,8,51,0,12,22.2,242,1
57,345,8,86,1,6,16.8,475,2
62,680,3,77,1,8,11.8,448,7
59,742,9,59,0,8,9.5,241,7
44,350,6,65,1,4,12.8,136,2
42,615,9,90,0,20,10.2,465,2
44,503,10,35,1,15,17.1,282,1
21,657,3,77,0,17,11.1,321,6
63,757,5,45,1,14,17.5,216,5
13,272,5,54,0,21,9.2,133,5
46,435,10,38,1,8,12.4,203,1
20,251,6,43,0,8,17.2,353,1
63,585,8,57,1,12,19.8,520,5
34,461,9,59,0,19,9.2,310,1
10,188,6,44,0,22,9.7,521,6
23,356,5,71,0,14,21.9,176,2
21,388,7,93,0,18,21.9,238,6
30,520,6,65,0,21,10.2,441,5
60,724,5,62,0,9,20.7,287,7
34,594,7,48,0,11,15.4,131,7
60,618,5,96,0,6,10.2,210,7
32,443,3,67,0,4,10.5,243,1
28,335,8,97,0,9,10.2,261,1
62,426,9,86,1,18,19.6,515,6
67,419,9,60,1,9,13.7,403,2
93,744,7,86,1,3,15.6,412,7
45,289,9,95,1,18,17.5,535,1
41,742,4,98,0,19,15.9,375,7
67,813,7,47,1,3,11,484,2
42,565,10,56,0,19,14.4,387,1
48,613,8,78,0,2,16.7,401,3
75,865,9,60,1,17,8.4,418,5
36,517,3,93,0,3,11.1,171,6
13,175,7,62,1,17,8.9,428,3
28,355,10,61,1,2,8.9,242,6
52,596,8,72,0,15,10.4,318,3
51,534,6,75,0,5,21.7,190,5
14,250,5,37,1,20,20.6,191,2
17,286,3,37,1,11,11.6,382,5
43,869,8,42,0,9,14.1,344,6
29,353,3,35,1,10,10.1,254,2
52,420,10,72,1,13,10.5,274,3
53,675,6,55,0,1,21.5,325,3
22,205,7,87,1,18,21.4,447,5
31,472,10,37,1,10,8.4,479,1
30,270,5,79,1,8,11.2,242,2
15,244,6,95,0,13,22.8,160,6
10,168,9,58,0,20,16.7,549,7
23,349,6,40,1,3,23,405,6
112,839,4,72,1,9,19.2,490,6
70,784,8,72,1,22,21.8,149,1
19,280,6,45,1,10,8.5,280,6
28,547,4,41,1,11,13.8,515,4
27,617,5,38,1,4,16.7,369,6
16,259,5,51,0,10,16.9,388,3
68,857,7,71,0,22,17.7,550,6
25,262,10,69,0,6,12.1,327,4
44,857,3,40,1,9,22.6,433,7
135,892,8,62,1,8,9.6,350,2
105,747,3,92,1,7,21.2,262,3
43,565,8,43,1,18,21.2,206,6
32,235,10,96,0,11,12.3,227,3
44,641,6,86,1,21,13.3,143,5
42,407,5,61,1,8,23.2,386,1
71,646,3,71,1,10,20.2,254,5
29,419,6,61,1,16,21.3,480,6
73,627,3,80,1,4,8.4,246,4
25,296,5,52,0,6,13.1,337,4
21,227,5,78,1,5,9.8,519,5
38,414,3,87,1,15,13.7,184,6
40,582,8,91,0,17,22.9,406,7
40,870,3,40,1,17,11.9,182,7
54,671,3,72,1,19,10,286,4
18,267,4,55,1,17,13.6,489,5
38,647,8,58,0,12,9.5,168,7
34,261,8,70,0,7,18.2,401,4
64,787,7,57,1,4,20.2,438,5
63,425,4,96,1,12,20.5,147,5
51,673,3,45,1,7,17.6,508,1
60,559,8,71,0,12,18.6,484,1
10,180,7,65,0,16,14.1,402,4
53,586,8,89,0,8,13,288,3
23,470,8,70,0,17,15.9,326,1
27,786,3,59,0,19,8.9,429,1
41,296,6,96,1,12,16.3,319,6
40,660,6,74,0,4,21.1,125,1
10,175,4,68,0,17,21.7,349,3
88,580,9,85,1,19,20.7,169,4
92,750,5,68,1,2,16.2,176,4
28,578,4,38,0,1,15.9,426,1
83,761,8,95,0,2,15.2,360,3
43,313,10,51,1,4,19.7,157,1
55,499,9,59,1,15,21,491,3
44,508,8,62,0,14,13.9,424,4
65,533,4,56,1,5,19.4,372,2
17,285,3,70,1,18,19.2,212,2
10,155,7,54,1,22,10.2,210,7
40,717,3,45,0,5,11.3,239,4
25,282,8,82,0,21,22.7,264,2
51,859,5,68,1,17,16.1,435,2
33,330,3,58,1,14,20.2,141,4
70,721,7,60,1,13,22.3,255,6
53,529,3,80,1,13,13.2,274,7
27,352,5,79,0,7,10,428,1
49,840,7,67,0,18,14.3,242,2
43,476,6,47,1,3,23.3,357,2
76,703,6,65,1,3,20.7,357,7
41,755,9,81,0,14,14.4,282,7
30,801,9,43,0,20,10.9,226,4
50,540,3,68,1,7,8.8,521,4
23,340,5,81,1,2,11.4,197,6
38,496,9,51,0,10,19.8,169,3
20,276,9,57,1,14,21.1,537,7
37,429,10,58,1,14,14.4,297,6
20,211,4,48,1,13,9.6,354,3
33,356,3,49,1,10,18.7,407,3
36,265,6,76,1,10,16.8,509,5
77,431,9,98,1,9,10.7,149,4
12,240,3,43,0,12,9.3,179,2
33,612,5,82,0,18,16.3,471,3
28,391,3,72,1,15,14,505,6
90,822,10,86,0,7,11.2,377,5
38,433,4,81,0,10,11.6,374,1
74,847,7,44,1,13,11.9,528,5
85,601,6,96,1,10,21.6,370,1
51,841,3,48,1,22,17.2,206,1
33,455,7,60,1,7,12.8,341,7
105,814,8,71,0,10,17.1,208,3
41,689,4,66,0,4,18.5,182,4
62,397,10,88,1,11,15.3,542,6
78,582,8,92,1,12,20.8,422,2
27,399,8,78,1,16,16.1,459,6
62,872,4,93,0,11,8.5,257,1
37,819,5,48,0,9,8.3,537,6
105,875,5,91,1,1,20.8,183,4
21,562,3,83,0,16,14.2,517,7
48,642,6,96,0,13,8.7,425,5
64,809,3,85,1,13,8.5,232,2
32,214,6,64,1,6,22.4,377,2
31,388,6,41,1,15,17.6,296,1
33,496,10,52,0,5,19.1,504,7
73,736,7,59,1,15,20.2,543,5
130,868,9,96,0,11,17.9,363,4
52,629,10,92,0,9,16.4,256,1
65,697,3,95,1,6,14.1,487,1
96,899,4,69,1,11,21.4,375,4
24,202,7,62,1,2,22,160,2
93,756,7,89,0,4,15,179,2
99,545,8,78,1,13,20.4,192,4
38,336,5,61,1,12,20.2,359,7
35,540,7,44,1,19,12.3,350,1
47,463,4,84,1,12,8.3,443,2
14,221,9,84,0,20,14,402,2
37,543,9,70,0,17,15.9,400,6
10,209,5,57,0,18,11.4,122,6
12,184,5,90,0,20,12.8,146,6
41,701,4,51,0,10,12.4,249,2
39,555,8,70,0,4,22.5,388,6
28,248,4,93,1,2,16.8,294,4
19,416,10,60,0,22,10,288,5
41,601,5,65,1,20,20.5,162,4
35,851,4,42,1,17,9.1,326,7
53,551,6,50,1,2,11.4,366,3
11,182,4,43,0,6,20,265,2
49,770,4,96,0,7,22.6,342,5
95,640,3,95,1,7,13.4,464,1
59,551,4,94,1,10,16,269,1
43,485,3,96,1,1,17,320,2
17,457,8,43,0,19,12.9,265,5
37,397,3,65,1,9,8.2,483,4
22,490,5,74,0,13,15.4,385,7
27,283,3,55,1,6,18.8,465,1
61,332,10,97,1,19,17.6,124,4
79,739,8,41,1,8,22.1,543,1
31,345,4,79,0,4,19,227,4
52,630,9,83,0,12,20.5,192,1
88,745,6,72,1,1,18.8,543,6
29,313,8,64,1,20,20.4,476,7
67,733,5,92,1,19,15.3,375,5
152,655,9,95,1,7,9,541,3
10,188,9,38,0,12,16.5,312,2
41,409,5,70,1,17,22.2,160,4
23,413,4,53,1,14,12.5,198,7
38,407,9,54,1,3,18.6,494,4
35,768,3,79,0,1,9.1,436,7
43,788,5,78,0,1,11.1,234,2
46,446,3,82,1,22,15.6,302,4
35,365,7,81,1,17,14,164,4
50,435,4,77,1,10,16.7,416,1
35,264,4,83,1,17,19,494,4
51,641,8,53,0,9,16,154,5
26,270,4,70,1,22,16.2,324,2
24,410,5,38,1,12,23.3,188,2
29,743,6,41,0,17,19.7,525,3
32,523,9,54,0,5,18.9,506,1
73,830,4,53,1,22,17.6,502,3
51,606,6,75,1,17,16.5,300,7
10,187,7,68,0,15,16.5,545,1
44,579,6,50,1,17,14.3,468,1
79,626,8,75,1,10,14.3,223,4
20,514,10,52,0,21,22,200,6
49,624,5,41,1,16,16.2,327,3
28,168,8,76,1,15,19.7,143,3
11,205,5,78,0,11,23.4,535,7
25,216,9,74,0,3,18,550,7
47,708,3,79,1,14,9.8,223,6
19,359,8,52,0,12,18.3,456,7
54,674,7,66,1,12,16.3,188,3
48,439,6,65,1,20,20.7,221,2
42,345,6,62,1,6,17.5,383,5
49,394,3,95,1,3,9.8,357,4
39,441,6,40,1,11,20.6,126,2
49,467,9,52,1,10,16.8,131,3
43,846,4,46,1,15,16.8,152,3
53,557,8,49,1,8,13.9,349,2
57,823,8,39,1,9,15,167,2
19,595,4,46,0,12,12.2,462,7
83,878,10,97,0,12,21,521,3
100,646,8,71,1,1,22.9,163,2
73,846,9,60,1,5,15.2,127,6
20,401,8,43,0,12,13.9,228,6
15,379,9,50,0,15,9.3,541,6
12,470,8,50,0,17,23.1,291,6
35,612,5,56,0,22,22.9,369,5
54,652,10,38,0,10,19.4,168,1
74,880,3,90,0,7,19.2,274,2
48,487,5,49,1,22,18.4,251,3
48,558,3,90,0,10,16.8,202,1
54,616,4,72,1,20,9.8,326,7
21,166,3,80,1,10,9.7,301,2
38,741,3,51,0,15,22.9,440,1
32,289,5,88,1,21,18.8,425,4
31,320,4,94,1,21,13.6,140,3
14,252,9,62,0,18,15.6,409,6
21,357,5,52,1,20,15.3,383,1
81,540,10,55,1,12,21.8,367,3
19,312,7,59,0,22,10.1,206,3
65,708,3,86,1,7,18.9,148,6
64,373,10,98,1,14,13.2,162,4
61,782,3,72,1,5,22,513,5
27,859,7,38,0,15,21.8,476,5
57,529,9,90,1,17,8.2,248,1
25,403,9,56,0,2,22.6,334,2
19,754,3,54,0,20,23.1,174,1
37,625,3,90,0,4,10.8,380,1
40,586,7,56,1,21,10.9,308,7
40,607,6,42,1,1,13.7,432,6
44,355,7,67,1,21,18.4,295,5
30,348,3,97,1,11,13.2,361,2
22,477,4,36,1,20,11.3,196,6
70,689,7,90,0,12,11.5,413,5
52,481,10,72,1,12,15.2,124,6
34,252,9,91,0,6,19.3,346,3
54,691,4,75,0,5,11.9,129,1
34,442,4,76,0,9,14.4,452,4
65,657,4,97,0,3,16.3,497,2
64,694,10,89,0,6,14.3,163,1
16,182,4,95,1,5,23.4,222,5
25,345,9,66,0,2,15.6,496,7
29,336,10,58,1,18,9.6,361,7
81,838,10,46,1,11,11.1,132,2
33,644,9,46,1,19,13.1,360,6
19,299,10,61,0,2,15.6,449,5
42,886,4,43,1,14,12.2,537,6
27,293,3,53,1,19,18.3,541,3
40,498,7,62,1,14,23.3,130,6
34,195,8,88,1,12,18.6,483,1
52,701,10,81,0,5,21.8,427,1
53,601,5,43,1,6,22.2,142,3
33,223,9,88,1,21,20.2,504,3
166,853,10,84,1,3,22.9,184,3
24,359,7,83,0,13,16.8,535,6
79,736,9,57,1,22,16.2,458,1
14,354,5,65,0,17,14.4,311,7
91,766,6,80,1,8,10.8,545,1
50,761,4,76,1,1,13.7,274,1
22,232,3,82,1,22,20.2,285,6
10,258,8,40,0,22,11.5,523,2
42,671,4,81,1,21,18.6,276,6
14,295,10,39,0,5,20.2,168,7
71,827,4,72,1,11,22.6,496,7
51,348,9,79,1,13,14.7,532,1
76,719,5,92,1,9,20.6,295,7
18,372,4,35,0,2,21.9,274,5
42,620,3,84,0,16,16.9,357,5
68,817,9,58,1,3,12.1,500,6
78,660,3,97,1,21,19.7,388,5
36,271,8,78,1,15,18.2,461,6
60,842,6,68,0,12,9,236,5
41,515,8,56,0,10,12.7,479,2
11,198,7,54,0,7,8.2,406,7
20,379,8,39,0,4,12.3,534,6
43,446,9,86,1,22,17.6,300,5
55,709,8,75,1,19,9.7,307,7
37,499,6,83,0,5,15.9,474,2
67,669,3,63,1,7,12.8,304,2
45,382,9,39,1,2,17.2,441,5
54,378,10,54,1,12,11.1,454,4
13,336,9,39,0,1,10.7,306,5
17,198,8,52,1,18,21.5,510,1
58,712,8,66,0,14,16,489,5
66,595,8,71,1,14,20.3,309,2
30,672,4,41,1,2,10.1,169,7
32,495,3,63,1,20,18.8,300,5
37,629,4,67,0,8,16.6,491,5
71,702,8,48,1,5,13.6,518,3
42,543,6,36,1,22,21.9,300,4
20,155,10,77,1,15,23,486,4
20,193,4,96,1,16,20.9,141,1
46,418,10,56,1,4,13.1,309,6
111,750,9,95,1,17,11.5,536,2
45,694,4,35,1,2,13.3,530,6
11,281,3,38,1,22,17.7,230,7
59,774,9,44,1,20,14.3,320,7
61,652,8,82,0,11,23.4,243,3
34,644,10,47,0,15,17.9,202,7
53,384,6,91,1,1,18.4,160,7
42,575,4,41,1,7,16.7,126,4
30,599,8,35,0,16,12.5,217,4
102,833,8,47,1,7,18.5,177,5
34,395,6,43,1,11,11,343,2
51,433,8,81,1,12,21,543,5
23,348,10,50,0,10,17.5,543,5
15,266,6,43,0,13,11.1,277,7
29,340,7,73,1,1,21.4,295,5
61,892,3,36,1,6,10.7,255,6
73,858,4,64,1,1,10.6,132,4
30,622,6,49,0,19,16.6,434,4
38,684,6,49,1,18,14.7,334,7
63,766,6,36,1,15,11.5,434,3
73,890,3,82,1,21,17.1,128,7
48,599,4,69,1,11,22.4,120,5
38,604,7,39,0,6,16.2,398,6
43,602,6,56,0,15,14.8,528,2
81,740,5,78,1,2,23,478,2
33,477,5,81,0,22,12,436,5
44,580,7,65,0,9,21.2,459,6
79,712,10,53,1,1,14.4,538,1
70,713,9,80,1,17,22.8,366,7
58,390,10,72,1,7,17.1,446,3
25,310,3,69,1,11,10.3,180,7
77,529,8,72,1,3,22.8,201,5
23,587,8,39,1,18,8.4,257,5
88,532,10,66,1,2,18.5,394,5
25,408,9,41,0,12,16,453,2
49,610,5,92,0,6,11.9,490,1
12,340,6,50,0,3,12.7,356,7
47,743,4,85,0,22,16.9,448,3
48,498,3,79,1,11,10.7,538,7
21,430,5,49,0,10,9.7,458,3
11,161,5,85,1,22,19.7,192,7
53,537,8,36,1,3,11.2,499,3
14,448,3,52,0,21,21.7,458,6
80,673,5,83,1,11,17.1,309,2
139,746,9,91,1,7,20.8,356,7
116,631,9,85,1,13,19.7,299,1
18,172,8,47,1,15,20.3,383,5
55,680,4,64,1,3,11.9,209,5
59,543,6,59,1,9,15.1,419,4
56,445,4,76,1,9,13.5,491,1
53,798,5,66,1,18,16.6,295,4
78,893,4,77,0,15,20.9,343,2
30,636,3,41,1,18,20.5,186,1
29,523,7,50,1,21,12.9,163,4
42,468,9,58,1,17,21.5,215,6
67,602,6,44,1,8,21.7,281,2
95,868,5,78,1,2,13.1,470,3
41,487,3,45,1,12,21.2,489,4
30,481,8,56,0,2,11.7,452,6
10,153,4,59,0,1,10.7,351,5
21,241,10,48,0,12,17.8,187,2
43,427,4,54,1,4,15.9,206,4
16,309,3,45,1,16,17.3,317,5
16,695,5,35,0,21,14.7,297,6
87,888,10,68,1,19,23.1,254,1
112,645,6,80,1,6,10.2,280,2
49,405,3,90,1,7,13.1,533,7
19,386,10,42,0,8,8.4,550,7
70,408,7,98,1,11,9.5,424,2
37,252,10,79,1,2,22.3,219,2
10,194,4,49,1,5,10.1,354,6
79,860,7,40,1,16,17.4,516,5
124,857,10,71,1,7,20.8,290,5
15,505,4,41,0,17,14.9,168,2
19,331,4,36,0,10,15,473,2
25,182,4,82,1,14,18.9,141,3
23,453,4,44,1,10,20.6,525,7
97,650,7,78,1,6,20.9,331,7
68,660,8,94,1,21,21.5,428,1
53,835,6,97,0,17,14.2,180,1
34,412,8,80,0,14,16.6,188,5
70,585,4,93,1,13,19.2,320,2
33,450,5,36,1,5,20.9,351,1
39,233,6,94,1,10,10.3,480,2
33,482,8,37,1,2,9.2,306,7
19,195,5,81,1,6,14.9,415,1
28,358,8,70,1,1,15.7,343,6
55,755,7,38,1,15,20.8,444,3
42,425,6,89,0,12,16.7,173,5
65,830,4,82,0,2,22.9,462,6
30,257,6,79,1,4,19.6,139,7
33,489,8,82,0,3,23,183,6
95,880,7,85,0,18,17.7,375,3
59,754,4,81,0,7,22.6,407,5
31,251,7,93,1,14,21.9,528,4
51,892,9,42,1,21,14.7,174,5
54,824,4,59,1,13,11.6,165,5
45,796,3,76,1,16,10.7,279,1
20,195,6,47,1,17,20.6,501,4
40,581,4,58,1,4,10.9,377,7
52,547,4,91,1,8,17.4,455,7
30,486,7,47,1,1,11,500,4
32,389,8,72,0,3,13.3,479,2
77,721,6,96,0,2,14,431,5
90,718,8,46,1,10,13.1,547,4
24,269,9,78,0,11,23.1,301,2
28,443,9,42,1,22,8.6,401,1
28,283,5,51,1,8,12.1,183,1
77,759,3,72,1,4,11.9,245,5
10,184,3,35,0,17,16.5,401,7
10,163,5,91,0,4,20,180,6
26,259,3,75,1,2,21.1,180,7
40,502,8,44,1,9,22.1,204,2
48,345,8,88,1,1,19.5,429,7
56,742,6,86,0,15,17.9,309,7
19,269,8,64,1,20,23.2,460,4
17,303,5,54,1,3,11,229,7
50,355,5,80,1,11,16.9,228,4
46,839,5,49,0,2,12,446,2
103,810,10,80,1,12,16.2,375,3
20,258,8,60,0,14,19.6,464,3
114,556,9,87,1,8,18.3,205,7
71,889,4,84,0,5,20.3,531,5
89,838,6,97,1,7,8.4,529,1
91,888,5,85,1,3,8.3,295,4
19,435,6,46,1,15,8.7,211,6
89,726,6,94,1,4,18,224,5
44,806,3,87,0,18,15.2,488,1
38,693,3,56,0,19,21,339,3
107,765,10,46,1,4,18.5,183,4
27,425,5,48,1,6,8.8,246,3
24,181,7,97,0,6,19.4,248,7
63,329,7,94,1,2,15.8,147,2
16,366,5,37,1,19,19.2,273,7
57,760,10,79,0,4,8.9,368,4
41,799,3,56,1,20,21.8,506,7
27,536,7,56,0,10,8.5,185,3
50,891,10,41,0,15,13.8,504,2
26,258,9,53,1,15,9.3,413,3
59,696,7,57,0,7,16.6,531,7
45,591,4,88,0,14,19.6,144,6
24,550,3,83,1,17,8.9,167,7
123,869,5,78,1,1,17.1,264,5
31,404,3,54,1,12,14,371,2
54,803,5,70,0,12,8.9,312,4
89,853,5,74,1,20,15.1,500,2
72,843,7,46,1,14,14.3,391,6
129,821,8,72,1,7,12.5,393,4
64,523,8,75,1,22,19.8,426,3
109,713,6,95,1,19,20.6,298,4
111,850,8,53,1,3,21.9,165,3
23,442,4,45,0,6,10.6,128,6
71,863,7,73,0,1,16.5,163,5
30,354,7,52,1,22,11.9,175,3
65,502,6,83,1,22,18.1,432,5
33,753,5,86,0,18,14.4,303,7
16,216,9,89,0,14,21.2,375,7
42,245,7,72,1,7,17.2,332,6
13,155,7,88,1,19,8.2,338,7
15,367,3,67,0,4,16,334,7
62,386,6,94,1,5,22.5,189,6
39,449,7,80,0,5,10.1,278,1
12,170,4,77,0,1,12.2,458,6
27,329,3,77,1,22,21.4,336,5
33,662,6,73,0,18,15.2,344,6
19,331,3,45,1,22,15.6,256,6
14,251,6,55,1,10,8.4,133,5
46,636,6,43,1,22,18.1,418,3
16,279,4,56,0,9,13.9,511,5
22,292,3,82,1,12,15,369,4
30,286,8,57,1,21,18,248,3
48,879,7,56,1,20,12.3,453,5
46,744,4,80,0,11,19.5,223,1
12,170,5,40,1,11,10,168,6
14,226,8,77,0,19,19.3,443,6
21,201,9,86,1,17,18.2,425,6
33,812,3,35,0,19,19.9,435,3
34,768,3,66,1,20,14.7,536,7
66,630,5,88,0,8,11.2,269,1
60,711,4,97,0,5,22.7,317,4
59,882,8,52,1,17,22.9,125,4
10,255,4,44,0,17,16,312,7
21,391,5,46,1,21,11.5,419,3
50,580,8,43,1,21,14.1,259,2
21,226,6,47,1,4,8,378,4
26,369,4,37,1,3,10.9,347,4
34,819,6,40,0,21,14.4,427,1
28,463,4,67,0,17,12.2,164,1
46,505,7,84,1,21,14.6,221,5
21,186,5,58,1,8,17,400,4
23,238,4,91,1,9,16.8,447,3
154,857,9,89,1,5,20.3,370,7
35,325,10,77,1,16,11,317,4
27,173,10,62,1,10,20.3,352,6
14,186,3,67,1,10,18.4,514,6
39,786,9,39,0,14,9.9,278,5
82,880,3,93,0,4,17.5,254,2
39,505,9,61,1,17,11.6,183,7
16,189,5,86,1,20,11,397,7
26,377,7,54,1,14,11.6,478,4
49,394,9,96,0,12,17.7,371,1
21,571,6,39,0,4,19.4,137,7
10,161,6,48,0,11,22.2,367,6
40,837,4,47,1,14,18.6,225,6
67,637,9,65,1,11,19.5,493,6
32,543,6,35,1,2,20.8,455,6
67,777,3,73,1,6,12,406,5
31,587,5,55,1,18,8.1,523,1
37,397,10,71,0,21,21,529,3
36,785,8,57,0,13,13.6,516,5
26,230,6,72,0,8,15.5,325,3
64,808,7,72,0,21,18.2,275,5
22,317,6,81,0,5,22.1,537,5
46,737,3,70,1,17,23.1,189,4
36,505,4,94,1,22,14.9,315,4
17,201,4,61,1,5,19.8,419,7
26,551,6,70,1,22,8.9,463,7
28,369,9,35,1,14,19.9,524,7
65,896,10,36,0,21,17.8,185,4
75,872,5,51,0,7,16.7,435,2
65,898,4,88,0,15,16,435,3
42,635,6,81,0,17,22.2,137,6
61,543,5,89,1,11,9.9,371,3
73,826,9,72,0,17,19,163,1
65,680,4,67,1,22,21.4,423,2
17,184,9,75,1,18,14.1,157,4
39,490,10,81,1,20,9.2,306,1
44,706,4,43,1,7,10.1,183,7
79,669,7,98,1,2,8.2,475,4
37,301,6,87,1,20,17.1,486,6
37,687,5,63,0,21,13.7,311,1
25,828,4,44,0,22,23.3,143,2
21,201,9,68,1,16,23.4,456,2
11,171,4,35,1,6,9.4,291,2
23,443,5,62,0,20,21.8,512,5
66,859,6,38,1,5,11,221,1
16,302,9,41,0,11,22.4,270,7
22,176,9,84,1,20,22.5,332,6
18,529,4,48,0,20,12.4,294,6
15,188,6,66,0,10,9.9,244,4
24,267,3,85,1,17,18.1,457,7
24,430,5,51,0,16,12.8,471,4
16,223,4,96,0,7,9.4,512,3
50,282,10,65,1,6,22.4,256,4
73,523,3,95,1,11,20.5,238,1
102,810,3,61,1,7,19.3,164,5
14,176,7,50,1,5,19.7,526,7
63,711,9,90,0,22,9.5,223,7
40,387,5,90,1,19,10.6,430,5
32,603,9,38,0,4,21.2,318,1
58,468,8,98,1,22,10.6,223,2
46,557,7,43,1,18,20.1,348,2
132,761,10,68,1,7,19.2,184,4
40,395,3,62,1,8,22.2,274,6
49,363,5,69,1,5,20.4,272,5
38,477,7,47,1,4,14.3,363,2
54,793,10,89,0,22,15.3,546,4
22,292,5,55,1,18,19.6,486,2
28,549,8,43,0,3,8.6,535,2
16,289,5,38,1,1,16.6,495,7
76,738,6,63,1,5,18.9,370,4
64,745,8,51,1,17,18.6,507,5
26,233,8,82,1,18,9.3,370,3
34,270,7,79,1,13,8.7,313,2
14,255,7,37,1,16,22.8,244,7
45,692,8,44,0,15,12.9,318,4
88,677,7,51,1,6,17.1,376,7
52,260,10,93,1,5,17,255,5
46,664,10,69,0,1,16.4,511,2
26,656,6,48,0,22,17.6,445,5
70,492,5,84,1,9,22.8,443,1
13,203,4,97,0,15,22.3,313,6
17,208,3,65,1,4,10.2,182,5
35,693,8,39,0,13,13.5,262,2
26,430,3,43,1,22,20.2,220,5
22,529,7,37,0,22,9.6,382,1
46,415,10,97,1,16,9.6,319,1
48,790,4,43,1,18,22.4,397,7
99,767,10,65,1,15,13.4,352,5
89,822,6,47,1,2,10.7,254,2
30,305,5,60,1,12,15,349,2
